"Points:0","Points:1","Points:2"
-4.5792,-2.1078,0
-5.003,-0.23582,0
-5.4704,1.0233,0
-5.1834,0.58243,0
6.4603,0.34648,0
6.916,-2.5727,0
5.9383,1.6987,0
5.419,2.4323,0
-4.7112,-2.6491,0
0.83751,-1.4508,0
0.068944,-2.2815,0
3.5541,-0.53027,0
1.5896,0.46858,0
6.3122,2.479,0
5.7126,0.10887,0
5.7798,0.63619,0
-5.6132,-1.5539,0
6.1334,3.1517,0
6.0166,2.8614,0
-4.9342,-1.999,0
-4.2409,-1.9333,0
-5.3749,-1.4142,0
-5.576,-1.0283,0
6.3581,-0.19467,0
4.4828,-1.0124,0
3.3223,-1.4893,0
-5.9806,3.124,0
6.2465,-0.12865,0
-5.3378,0.76793,0
-5.2262,0.85382,0
-5.0346,0.48993,0
6.4356,-1.3839,0
-4.8632,2.5697,0
5.9768,-1.1762,0
6.4669,-0.93915,0
-6.0502,1.66,0
-5.3132,1.5192,0
4.9281,-0.36931,0
5.1137,-0.86202,0
5.2256,-2.5725,0
5.9873,-1.9763,0
5.8125,-1.0381,0
6.1669,-1.3621,0
6.5382,-2.4845,0
5.2699,-2.9648,0
5.7561,-4.3309,0
6.0731,-3.7246,0
6.5045,-3.5433,0
-4.0516,-2.9692,0
-3.6237,-2.6476,0
-3.2432,-2.5112,0
-1.181,4.3806,0
0.57341,-3.6556,0
-2.0972,3.9689,0
-2.3864,3.5945,0
-2.0932,4.1543,0
-1.589,4.1824,0
-5.1348,1.624,0
-5.0817,1.3192,0
-5.1033,1.7594,0
-6.412,0.086349,0
-6.0875,1.8049,0
-5.9177,1.51,0
-5.3056,2.1639,0
-1.7575,4.1882,0
-0.78013,4.2376,0
-3.0026,0.83155,0
-3.4954,0.94527,0
-2.7691,0.26658,0
-3.1635,-0.55792,0
-5.892,-1.2841,0
-1.6168,2.6446,0
-1.1951,2.7914,0
-5.9494,-1.4308,0
-1.8976,2.3702,0
-1.7746,2.0471,0
-1.3616,1.2418,0
-2.0612,1.8597,0
-1.4996,3.7313,0
-5.0101,2.8392,0
-0.13467,3.4934,0
-0.67226,4.1457,0
-4.6207,1.7953,0
-5.1137,1.4711,0
-4.6166,2.0332,0
-5.8352,3.2427,0
-4.2062,0.91781,0
-3.7054,0.62988,0
-4.7033,1.3821,0
-4.4147,1.4324,0
-5.4804,3.6321,0
-5.425,4.0318,0
-2.6343,3.8878,0
-2.0828,3.5278,0
-2.5195,-2.7517,0
-0.77147,-0.76352,0
-0.81333,0.50081,0
-2.6117,-1.6146,0
-2.8925,-0.98302,0
-4.2689,1.2034,0
-3.9999,1.5424,0
-3.9236,3.8585,0
-3.1799,-3.1747,0
-3.5161,-3.1503,0
-4.9709,3.7345,0
-3.6826,-1.5039,0
-4.4162,-1.6852,0
-4.0643,0.33265,0
-3.7791,-0.18837,0
-3.3593,0.10527,0
-3.1644,-0.32785,0
-0.31095,4.7829,0
-1.0134,4.1793,0
-4.1221,0.50511,0
-4.1429,1.2743,0
-3.8487,1.0204,0
-3.9001,0.69657,0
-2.9206,1.0581,0
-3.4515,-1.9652,0
-2.9701,-2.5013,0
-2.2167,-1.9512,0
-4.0109,-2.5956,0
-4.3939,-2.8732,0
-4.706,-0.70852,0
-4.6764,-1.0644,0
-3.8117,-0.059846,0
-3.4797,-0.32446,0
-2.9792,0.44351,0
-3.2017,0.22034,0
-2.0088,-0.29633,0
-1.5901,-1.2987,0
-4.7795,-1.8634,0
-4.9095,-2.3911,0
-3.8665,-1.0825,0
-3.0248,-1.5651,0
-5.1569,0.19885,0
-5.3092,0.47337,0
-4.2963,-0.3376,0
-3.618,-1.3358,0
-4.2196,-1.5151,0
-4.8358,-0.072624,0
-4.3539,0.25837,0
-3.9449,-0.0023153,0
-2.9143,-1.778,0
-2.7684,-2.3375,0
-2.3262,-3.0866,0
-0.56872,3.6666,0
-1.0971,4.8183,0
-1.3929,3.2772,0
-1.4969,-2.807,0
-2.305,1.2022,0
-1.668,1.2484,0
-0.42246,4.0976,0
-0.45391,3.7387,0
-1.5809,-1.8131,0
-1.5814,-2.3635,0
0.48596,0.91927,0
0.53377,2.3155,0
-0.85312,0.16503,0
-1.4987,0.82454,0
0.22943,-3.6764,0
0.50488,-3.1173,0
0.075576,4.7386,0
0.29842,5.2104,0
0.55698,4.6343,0
0.72927,5.0512,0
0.47618,4.8207,0
1.4708,5.0948,0
1.9046,5.3876,0
3.1377,2.2238,0
2.6469,0.32198,0
2.6913,3.6559,0
0.85263,-2.9723,0
1.6523,-3.6013,0
2.2752,-2.2622,0
2.3966,-3.4784,0
3.6441,-3.4074,0
3.9479,-3.6891,0
5.5042,-2.3885,0
5.6681,-2.79,0
5.935,0.23032,0
6.1573,0.28154,0
5.0229,0.84955,0
5.6302,1.6508,0
-5.9167,-0.97344,0
-5.5107,-0.25174,0
-5.2059,-0.16604,0
-5.4078,3.7988,0
4.4497,2.8743,0
5.0272,3.3167,0
5.1126,-4.16,0
4.1132,-3.9584,0
4.7791,0.010577,0
5.0435,0.11741,0
5.2573,1.4507,0
5.6285,0.54082,0
4.0788,-3.8,0
4.9652,-3.6045,0
4.7721,-4.2473,0
5.4282,-3.3644,0
5.5057,-3.0671,0
5.0302,-4.0294,0
4.5034,-3.7293,0
-4.9042,3.082,0
-5.5079,2.9871,0
-4.4299,1.8156,0
6.1921,-3.5982,0
6.8399,2.2163,0
-1.607,2.1085,0
-1.736,1.5538,0
-1.0026,1.5792,0
-1.1463,0.66786,0
4.2428,2.8215,0
4.4227,2.1824,0
6.0964,2.2814,0
5.4761,1.8954,0
6.662,1.1412,0
5.7175,2.1199,0
6.2535,2.1639,0
5.1602,3.1606,0
5.9157,-4.2478,0
1.5287,-3.2304,0
2.13,-3.3666,0
-6.1733,0.013534,0
6.153,-4.3156,0
4.2022,-3.1742,0
4.6039,-3.3659,0
4.484,-1.5524,0
4.6173,-2.1363,0
5.6944,-3.5451,0
6.1859,-3.4031,0
-0.86608,-2.8709,0
-1.0212,-3.2169,0
-0.058768,5.3075,0
-0.70647,-2.8996,0
-0.56325,-3.356,0
-0.079797,-3.5201,0
-0.88157,2.8408,0
-1.0479,2.4826,0
1.1052,-4.2222,0
1.1276,-3.308,0
-1.045,-0.86065,0
-1.5585,-1.1238,0
-1.8157,-1.9792,0
-2.4051,-1.2811,0
-1.0747,-2.4108,0
-1.3191,-3.0721,0
-4.7805,3.7774,0
0.84589,-1.9807,0
0.64534,-0.42841,0
-0.28692,-2.4145,0
1.3425,-3.3174,0
-1.0818,1.7751,0
-1.6928,1.7466,0
-1.3399,1.0452,0
-1.8976,1.0501,0
6.4739,0.49797,0
6.7206,0.49692,0
1.2034,-2.4234,0
1.2892,-2.8782,0
2.5633,0.88978,0
2.8992,-0.22113,0
2.8867,4.8739,0
1.89,-3.6907,0
-5.0616,-2.4276,0
6.5075,-0.12401,0
1.3928,0.83216,0
2.0049,1.5008,0
1.1221,4.2461,0
2.7813,3.2008,0
3.7279,-2.9687,0
2.844,-1.8845,0
2.64,-3.9485,0
2.9501,4.0584,0
4.0864,3.2916,0
2.5152,4.4935,0
3.5928,3.4689,0
3.0633,2.7704,0
5.3647,-0.44427,0
5.1967,-0.67946,0
5.5272,-0.51845,0
5.9849,-0.31599,0
6.7843,-0.16596,0
6.465,-0.50231,0
-5.0149,-2.7137,0
-4.6739,-0.4055,0
-4.3691,-0.61025,0
-4.9662,0.17891,0
-4.4724,0.84247,0
6.5161,1.1367,0
6.1395,1.337,0
6.2411,0.43377,0
6.1845,-2.2021,0
-5.2558,3.7927,0
6.41,2.1026,0
5.7571,3.0427,0
-4.8975,-2.976,0
6.2247,1.2272,0
5.4017,0.81295,0
6.418,1.0322,0
-0.92287,-1.1807,0
-1.3184,-1.4725,0
-0.70456,-2.3902,0
-0.52686,-2.7869,0
1.6925,2.4193,0
1.0491,2.0151,0
2.3519,0.12496,0
1.058,0.041946,0
6.6088,0.74025,0
5.6899,1.3561,0
6.0974,1.0187,0
-5.2119,-1.1792,0
-4.7266,-1.592,0
-4.0847,-2.7651,0
-3.9948,-2.1513,0
-3.7114,-2.5122,0
-4.8637,-1.5332,0
-5.0542,-0.84044,0
-4.9522,-0.55107,0
1.9967,-4.0803,0
1.9096,-0.78602,0
1.3994,-2.2791,0
3.417,-2.4279,0
3.3832,-2.9701,0
6.0404,-0.49992,0
6.3157,-0.37548,0
-5.832,0.5434,0
-5.7734,-1.4654,0
-5.5584,0.60853,0
-5.6747,0.45284,0
-5.0186,0.32983,0
-4.9161,-0.11271,0
6.5063,-1.2198,0
-4.7269,3.6225,0
-5.3921,3.3086,0
-4.8917,2.745,0
6.2778,-0.82013,0
-5.5708,1.7249,0
5.7553,-1.6799,0
6.0144,-1.3175,0
5.9371,-0.82242,0
6.0179,-2.7878,0
6.1747,-2.8746,0
6.1505,-2.0069,0
6.5154,-2.0531,0
5.648,-1.7637,0
5.8575,-2.008,0
6.2863,-1.9408,0
6.1511,-2.5488,0
5.7986,-2.1717,0
-5.7233,1.5977,0
6.4709,-2.5657,0
4.9363,-2.3533,0
4.346,-2.3312,0
4.7456,-3.2386,0
4.6459,-3.6974,0
6.2611,-3.9747,0
-5.185,1.8611,0
-5.6662,-0.034572,0
-5.6081,0.17591,0
-1.7983,1.1916,0
-3.1225,0.76147,0
-5.663,2.8986,0
-3.7813,0.46727,0
-0.38741,3.116,0
-1.895,-0.83257,0
-1.7788,0.93771,0
-4.9578,1.2693,0
-2.1488,1.5905,0
-0.34075,5.0977,0
-0.15062,-1.4807,0
1.3543,4.9457,0
1.5358,-1.0874,0
5.5772,-1.4508,0
4.2971,-0.79489,0
3.8536,4.3742,0
4.2677,3.165,0
4.7067,-2.9449,0
-0.46457,3.3673,0
-5.6328,2.0936,0
3.8645,-0.068781,0
5.8395,-2.5038,0
-1.5882,-2.7293,0
-0.13011,-3.3448,0
-0.41459,0.15872,0
2.2634,5.1138,0
0.86509,0.96133,0
-5.0236,-1.6555,0
-0.4796,3.2227,0
6.0416,-0.048177,0
-4.4673,0.42183,0
-4.9254,3.3497,0
5.0303,2.6696,0
0.22133,-2.8216,0
2.3236,-0.85782,0
5.2199,-0.058296,0
-4.5484,-1.3887,0
6.3395,0.55871,0
4.4537,-1.9753,0
5.4463,-0.13251,0
5.4894,-1.5421,0
6.4005,-1.0702,0
5.1679,-3.6247,0
5.9905,-3.8897,0
-3.3654,-1.5747,0
-0.79745,4.8254,0
-0.24295,-3.2342,0
-5.1619,2.5918,0
-5.4252,1.6745,0
-4.8307,1.628,0
-3.5517,0.52037,0
-2.4596,-1.1263,0
-1.2524,2.2788,0
-5.1427,2.4208,0
-0.94211,-3.3608,0
-1.5904,0.29615,0
-3.2328,-1.9157,0
-4.1844,-2.4684,0
-2.4979,-0.28734,0
-2.9422,-2.7248,0
-0.23278,4.21,0
-1.5398,-1.9857,0
-3.9801,-0.53031,0
-5.1775,-1.0629,0
-3.0089,-0.22806,0
-0.88847,-0.3932,0
-2.7425,-1.3553,0
-4.5484,0.008104,0
-3.0909,-2.4041,0
-2.8385,-2.9777,0
-2.3201,1.097,0
1.6089,5.5414,0
0.36261,3.6387,0
-0.41987,2.4258,0
-1.8641,0.66629,0
-3.918,3.684,0
0.83068,5.3602,0
0.79812,4.0245,0
4.5346,1.4413,0
3.948,3.8728,0
0.8472,-2.3524,0
2.7032,-3.734,0
5.9214,0.7844,0
-5.4236,-0.76448,0
-4.992,4.046,0
5.2338,-3.8059,0
4.2615,0.76667,0
-1.0291,2.0002,0
0.34518,0.66084,0
5.0984,2.4478,0
5.5013,2.6252,0
4.6898,3.1255,0
2.4325,-3.0159,0
5.2032,-3.1654,0
5.6302,-1.8786,0
-0.098988,-3.0741,0
-0.10799,2.6185,0
-1.4364,-1.6594,0
-0.68091,-1.2609,0
-0.39071,-3.1801,0
-0.97356,1.1612,0
-2.3773,0.81735,0
2.119,-2.8222,0
4.6423,-0.23903,0
2.9674,-3.5541,0
0.8026,2.1433,0
2.7166,-3.2632,0
4.1893,2.6108,0
-5.4843,3.9487,0
-5.2203,3.3482,0
5.1943,2.9604,0
-0.25025,-2.0569,0
1.6034,1.2777,0
2.29,-0.35788,0
-4.3526,-1.0414,0
3.5127,-1.7393,0
4.3609,-2.5384,0
5.4933,-0.70247,0
6.3628,-2.2782,0
6.2013,-1.728,0
4.2586,-2.9639,0
-5.6379,1.4606,0
-2.6147,0.97509,0
-2.115,0.28102,0
-5.5116,-0.62961,0
-1.2853,3.2892,0
-4.8064,0.8769,0
-1.5079,-2.1674,0
-2.2456,-1.3722,0
-2.9183,0.30104,0
1.8917,4.0488,0
0.091544,4.5601,0
-3.0002,-1.2243,0
-2.1757,-1.5709,0
-4.6849,1.6534,0
-4.4214,0.57938,0
-5.6909,-0.51133,0
-2.1559,0.49343,0
-1.3846,-0.27972,0
-3.4685,-0.47381,0
-1.4143,2.0469,0
-1.1952,2.4135,0
1.1161,5.3018,0
-0.04517,4.4594,0
0.099883,-0.11704,0
-0.92556,-0.5839,0
0.9207,4.7236,0
-1.6129,2.3223,0
-0.047865,3.9027,0
1.3872,2.2289,0
-4.8371,-2.1378,0
-0.22962,-1.1154,0
2.4059,-1.1925,0
1.912,5.0439,0
4.3528,-1.3781,0
5.1728,-2.448,0
5.2156,-0.20112,0
4.5925,0.73818,0
2.3384,-3.6446,0
3.8502,-3.3112,0
2.1353,1.1425,0
5.2822,1.7202,0
3.8012,-2.4917,0
4.2286,-3.412,0
5.851,-3.5065,0
-5.8493,2.4434,0
-0.55539,2.0034,0
2.996,-1.2286,0
3.8707,-2.3083,0
5.5072,-2.6988,0
0.076078,-3.83,0
0.85582,-2.5911,0
0.28694,-3.1574,0
-0.88277,-2.6996,0
-1.0477,-1.6335,0
0.35062,-2.963,0
0.5538,1.4846,0
-0.41617,0.41096,0
0.33055,-0.13221,0
2.1016,-0.40748,0
1.1687,3.1903,0
2.2879,4.5955,0
-0.14186,1.4441,0
0.62532,3.0196,0
5.3599,0.0063509,0
-4.7795,-0.20364,0
5.7788,1.9511,0
0.3401,-1.7318,0
-0.063692,-2.4967,0
3.3851,-0.15173,0
1.2212,0.38294,0
6.4559,2.4098,0
5.6853,1.0268,0
-4.7414,-2.0304,0
-4.0192,-1.6145,0
4.1895,-1.2944,0
3.3479,-1.7617,0
-5.2438,0.7093,0
5.1034,-0.44138,0
5.496,-1.0534,0
6.06,-1.8353,0
5.7022,-1.1508,0
5.0347,-2.884,0
-3.5716,-2.4868,0
-3.1041,-2.8326,0
-5.4527,2.0196,0
-0.71375,4.3398,0
-3.0068,0.96534,0
-2.8714,0.14328,0
-3.3099,-1.1281,0
-1.5209,1.9495,0
-1.3839,1.6901,0
-0.29118,3.7298,0
-0.85393,4.1474,0
-4.1091,0.86114,0
-2.4601,-2.551,0
-0.64252,-0.37245,0
-0.78329,0.86717,0
-2.7251,-1.7528,0
-2.7253,-0.91761,0
-4.055,1.1862,0
-3.8186,-1.6269,0
-4.403,-1.8335,0
-3.6476,-0.2712,0
-3.2483,-0.048716,0
-2.9768,-0.42144,0
-0.8947,4.323,0
-3.9437,0.45944,0
-4.1613,1.1486,0
-3.2448,-2.1016,0
-3.196,-2.7109,0
-4.5778,-0.60457,0
-4.4802,-1.281,0
-2.1056,-0.58689,0
-1.4881,-1.3935,0
-5.3672,0.62428,0
-3.7849,-1.2843,0
-4.2575,-1.7087,0
-4.1707,0.24078,0
-3.1233,-1.7738,0
-2.6694,-2.6174,0
-1.2768,1.537,0
-0.19875,3.9946,0
-0.41224,3.564,0
-1.3867,-1.8542,0
0.82221,1.5412,0
0.26304,2.5667,0
-0.9328,0.4663,0
-1.5125,0.97711,0
0.18773,-3.5196,0
0.76811,4.5972,0
3.4512,1.9464,0
2.6913,0.010359,0
2.3961,3.4539,0
1.0007,-2.9789,0
2.1909,-2.5701,0
2.546,-3.5778,0
5.4083,-2.5457,0
6.3159,0.30096,0
5.2342,1.1469,0
5.9047,1.8481,0
-5.1887,0.020754,0
-5.3027,3.6539,0
4.6223,0.062056,0
5.1074,0.25821,0
5.3084,1.3008,0
4.8403,-3.552,0
4.8728,-3.9618,0
6.2229,-3.7362,0
-1.6563,1.9207,0
-0.94242,1.3948,0
-1.3361,0.39369,0
4.338,1.7163,0
5.9072,2.3435,0
5.452,1.7079,0
1.52,-2.9815,0
2.4348,-3.18,0
4.406,-3.2696,0
4.5963,-1.6782,0
4.8209,-2.4362,0
-0.78438,-3.0145,0
-0.69554,2.9336,0
-0.92324,2.337,0
1.2968,-3.1163,0
-1.0634,-1.0595,0
-1.7291,-1.1971,0
-1.9787,-1.9098,0
-2.5883,-1.2556,0
-1.1221,-2.2365,0
-4.86,3.6315,0
0.47489,-1.5741,0
0.50746,-0.065514,0
-1.5114,1.1512,0
1.5503,-2.5158,0
1.6395,-3.1177,0
2.9318,0.50385,0
3.2551,-0.40953,0
1.2348,1.1622,0
1.6874,1.3862,0
0.98464,3.8149,0
3.1546,3.155,0
3.4062,-2.8057,0
2.6629,-1.5436,0
2.8608,3.3407,0
4.2745,3.3842,0
3.6122,3.2186,0
3.383,2.3659,0
5.3045,-1.029,0
6.1482,-0.3508,0
-4.27,-0.48085,0
6.1034,1.1751,0
5.0701,0.71902,0
1.6774,2.1883,0
1.1212,1.6762,0
2.1007,-0.11874,0
1.0001,-0.10946,0
5.8334,1.2793,0
-4.665,-1.7281,0
-3.9167,-2.7904,0
-3.8755,-2.3018,0
1.8906,-1.2836,0
1.3689,-2.5196,0
3.4315,-3.1126,0
-5.0257,2.6737,0
6.4093,-0.79293,0
-5.5725,1.872,0
5.744,-1.511,0
6.3449,-2.0831,0
6.21,-1.5419,0
6.0549,-2.4465,0
4.6553,-2.3473,0
4.218,-2.6239,0
-1.0544,3.894,0
-5.7709,2.0167,0
-2.2099,1.298,0
-2.1136,0.86473,0
-5.0883,-0.53533,0
-2.7862,0.64314,0
-5.3006,-2.5658,0
-3.5636,0.16008,0
0.75211,2.7278,0
0.099435,3.3373,0
-2.188,-0.1311,0
-2.4149,-0.79829,0
-2.0673,0.99618,0
-5.1997,-0.74365,0
-4.7109,-0.86402,0
-3.1652,0.071747,0
-3.6611,-0.10258,0
-1.9345,1.8279,0
-0.49867,4.801,0
-0.41356,-2.3562,0
0.51578,-2.031,0
1.0205,5.4596,0
1.0525,5.1391,0
0.95161,4.5229,0
-4.8025,-2.2811,0
1.6188,0.27473,0
1.0297,-0.30435,0
5.5954,-0.85833,0
4.9551,-1.6354,0
5.1755,-1.1567,0
4.9807,-0.56529,0
6.3136,0.72374,0
-3.7966,1.2259,0
2.9285,-3.0162,0
3.6018,3.8274,0
3.2568,-3.4087,0
3.7788,3.7441,0
3.5351,2.7124,0
4.835,-2.6316,0
4.5066,-2.6435,0
4.6939,3.3455,0
5.5245,0.98422,0
0.37122,-3.528,0
-5.4805,2.4138,0
6.2233,-2.4041,0
4.7192,0.4338,0
4.2221,1.3358,0
5.916,-2.3441,0
5.2394,-2.3386,0
0.74287,-2.8946,0
0.049843,0.12214,0
-0.34598,0.59477,0
0.1122,0.53249,0
0.74369,0.11899,0
1.5921,4.6893,0
-5.3335,-1.5307,0
-5.2545,-1.8408,0
-0.52503,2.928,0
6.2431,0.14465,0
5.7881,0.27203,0
-4.8048,0.15684,0
3.4655,4.5759,0
-5.0056,2.9979,0
4.0537,1.8657,0
5.1936,2.1364,0
0.18574,-2.473,0
3.3402,-0.65069,0
2.4771,-0.39955,0
-4.8334,-1.6976,0
5.965,0.57259,0
6.0338,0.2895,0
1.6457,-3.3916,0
4.6493,-1.5425,0
4.3015,-1.7396,0
5.8738,-0.73012,0
-4.8687,1.511,0
5.131,-1.4983,0
5.1742,-1.9746,0
6.0619,-1.0326,0
-3.8597,-1.9501,0
-3.5366,-2.3209,0
-4.9173,2.1861,0
-5.0303,1.9073,0
-5.3121,1.893,0
-5.7472,1.8241,0
-3.2755,0.49374,0
-3.365,0.69382,0
-1.9091,-1.0947,0
-2.5913,-0.76034,0
-1.612,2.4965,0
-4.875,3.2049,0
-1.2105,-3.236,0
-4.2734,1.3551,0
-2.1143,-0.76976,0
-1.3144,-0.69456,0
-2.9097,-2.1136,0
-3.781,-2.1495,0
-3.6261,0.35027,0
-2.3099,0.18938,0
-2.9288,-0.11518,0
-3.4202,-2.6219,0
-0.30223,4.5832,0
-4.227,0.7872,0
-3.332,0.9298,0
-3.5972,0.8083,0
-2.8891,-1.9583,0
-1.8316,-1.5338,0
-2.1027,-1.7449,0
-4.1765,-0.38261,0
-4.5255,-0.93337,0
-3.3955,-0.065812,0
-5.3483,-0.5168,0
-2.6227,-0.36569,0
-2.8202,-0.031972,0
-1.2458,-0.36607,0
-1.2092,-0.95613,0
-4.2904,-2.0977,0
-4.6065,-2.3028,0
-2.9038,-0.82618,0
-3.1861,-1.4661,0
-3.8099,-0.30171,0
-3.4601,-1.7392,0
-2.3861,-2.9024,0
-2.813,-2.4701,0
-2.0688,1.2582,0
0.42938,4.4459,0
-0.025247,3.7925,0
-0.66596,-1.8698,0
-1.2004,-2.351,0
-0.79486,1.6394,0
-0.052786,2.0545,0
-1.9386,-0.064637,0
-1.683,0.64892,0
1.4061,4.5944,0
1.2505,4.7578,0
3.8351,1.7941,0
3.6888,1.2164,0
3.5909,4.0804,0
1.0158,-2.6797,0
1.2093,-2.6498,0
3.0243,-3.4211,0
2.5425,-3.3431,0
5.1444,1.8036,0
-5.5699,0.060443,0
4.1089,3.5174,0
4.7119,-3.5449,0
2.9705,0.97023,0
3.6397,0.33993,0
5.6343,1.1952,0
4.5804,-3.8415,0
-1.2638,1.7991,0
-0.30341,1.6384,0
-0.45092,1.0238,0
4.7251,2.7627,0
4.5299,2.504,0
4.8718,3.4434,0
1.9475,-2.0395,0
1.8411,-2.7343,0
5.1386,-1.6775,0
-0.074002,-2.7134,0
-0.37693,-2.9691,0
-0.27807,2.9823,0
-0.64422,2.4684,0
0.90737,-3.3984,0
-1.198,-1.9219,0
-1.0884,-1.5074,0
-1.0437,-2.8749,0
-0.81837,-1.763,0
0.62607,-1.0937,0
-0.77543,1.4425,0
-1.1172,1.4666,0
-2.0014,0.14752,0
2.7268,-2.9673,0
3.1778,-2.3391,0
4.6356,0.25177,0
3.9121,0.47507,0
0.2495,1.3456,0
1.3981,1.6811,0
2.2318,4.3831,0
2.3948,4.0957,0
3.2749,-3.0563,0
4.0683,3.0136,0
3.7805,3.0118,0
5.8598,-0.46026,0
5.5932,-0.14195,0
6.1717,-0.76789,0
-4.3796,0.047482,0
5.9119,-1.8873,0
-4.9914,3.5441,0
6.189,2.429,0
6.2299,1.1046,0
0.016807,-1.6048,0
-0.7125,-1.4802,0
2.3029,1.9379,0
1.2377,1.7783,0
2.2826,-0.12245,0
1.9669,-0.24856,0
6.1777,0.76291,0
-4.8248,-1.2192,0
5.8556,2.7309,0
-5.4578,-1.3527,0
-5.1444,-1.3288,0
2.7923,-1.0258,0
2.6082,-1.9123,0
4.1205,-1.8696,0
3.9043,-2.6292,0
-5.5498,0.30165,0
5.5498,-1.249,0
5.9075,-1.7512,0
-1.0621,4.3279,0
-6.0331,0.26822,0
-2.6244,0.29825,0
-2.3659,0.50043,0
-0.72876,3.1246,0
-1.0904,-2.6643,0
-3.2392,0.36849,0
1.1761,2.463,0
2.2808,3.1009,0
0.53181,4.2193,0
-3.5545,-0.59798,0
-3.9728,-0.79461,0
-2.4993,-1.3846,0
-2.4583,-1.6778,0
-3.3642,-2.8296,0
-4.9519,1.7425,0
-4.4211,1.609,0
-2.2183,0.79609,0
-2.4927,0.66098,0
-1.1112,0.0577,0
-1.7735,0.26777,0
-5.0464,-1.153,0
-4.1967,-0.62904,0
-4.1055,-1.4326,0
-1.8161,1.3581,0
-0.87831,2.0574,0
-2.3446,-2.7002,0
0.34092,4.8964,0
0.57326,0.078387,0
0.25611,0.5298,0
-0.16724,0.14766,0
-0.73359,0.31724,0
0.17337,4.072,0
-0.069404,4.2985,0
1.882,3.7213,0
0.22135,3.2199,0
-0.28332,-0.18883,0
-0.55827,-0.9784,0
1.2798,-1.3229,0
1.5963,-2.1174,0
1.7869,4.5672,0
4.2344,-0.07881,0
3.5549,-1.1732,0
5.4344,-1.9333,0
4.7837,-2.085,0
5.3497,-0.25975,0
4.9802,0.22984,0
5.4614,0.52298,0
1.9406,2.7915,0
1.5489,1.9411,0
4.7825,2.0428,0
4.9741,0.99295,0
4.1393,-2.039,0
3.5211,-2.1791,0
4.1186,-2.7524,0
5.6595,-3.8227,0
6.1687,-3.8647,0
-5.6856,2.5978,0
5.6665,-2.9878,0
4.4759,3.089,0
4.572,2.7724,0
-0.26671,2.3514,0
-0.86557,2.4708,0
2.3853,-0.69312,0
2.5907,-1.4184,0
3.9935,-1.3032,0
3.6126,-2.0136,0
4.9775,-2.7186,0
5.057,-3.0762,0
0.98347,-2.1576,0
0.41907,-2.4704,0
0.50156,-2.6728,0
-1.0248,2.7664,0
-0.70244,-2.209,0
1.1655,0.95622,0
0.99534,1.4274,0
-0.2862,1.0108,0
-0.99786,0.79375,0
-0.5015,-0.18932,0
-0.14762,-0.73322,0
1.7831,0.022874,0
1.3468,-0.79985,0
0.49101,3.8565,0
0.39184,3.258,0
1.5684,4.2508,0
2.2564,4.1049,0
-0.56398,1.7146,0
-0.51175,1.2347,0
-0.12286,2.9126,0
0.24954,2.2358,0
2.1356,4.5734,0
2.7646,4.4065,0
2.7264,4.0463,0
3.253,4.2946,0
5.2457,0.29437,0
1.3058,-1.6381,0
0.76048,-0.83162,0
0.17836,-2.1044,0
-0.022152,-2.0895,0
3.4664,-0.95152,0
3.9859,-0.76938,0
1.989,0.18889,0
1.571,1.0102,0
6.0551,2.4722,0
5.9997,3.2539,0
-4.4194,-2.0183,0
-4.1545,-2.0771,0
-5.4107,-0.90099,0
6.3518,-0.0087556,0
4.6756,-1.1045,0
4.5101,-0.68122,0
3.7186,-1.6832,0
3.217,-1.2815,0
-5.1192,0.73672,0
-5.3879,0.88441,0
5.9269,-0.94815,0
5.89,-1.4141,0
6.3312,-0.93362,0
-5.9533,1.8099,0
4.959,-0.035882,0
4.7886,-0.53961,0
5.0652,-0.71935,0
4.8501,-0.9626,0
5.3614,-3.1873,0
-3.2459,-2.3052,0
-4.8213,1.4287,0
-5.2032,2.0194,0
-2.4989,0.19789,0
-1.0822,2.6545,0
-1.6437,0.89338,0
-1.1888,1.1816,0
-2.0156,1.7113,0
-5.149,2.9444,0
-0.21291,3.1851,0
0.206,3.6592,0
-3.7781,0.82998,0
-0.9133,-0.75278,0
-1.1195,0.34034,0
-0.61374,0.45944,0
-3.1945,-0.93882,0
-4.9249,3.8913,0
-3.6702,-1.7658,0
-3.7008,-1.0613,0
-4.3661,-1.578,0
-3.6872,0.052377,0
-4.2024,0.35774,0
-3.5955,-2.1694,0
-2.913,-2.3184,0
-4.019,-2.375,0
-4.5933,-0.77473,0
-3.8407,0.1022,0
-3.506,-0.16482,0
-2.7842,0.4577,0
-1.7289,-0.24061,0
-2.4762,-0.15893,0
-1.3781,-1.0058,0
-1.8855,-1.3086,0
-3.6776,-0.72822,0
-4.1738,-1.1435,0
-4.1707,-0.21776,0
-3.4978,-1.4358,0
-3.4813,-1.2464,0
-3.971,-1.3809,0
-0.24582,3.569,0
-1.5775,-2.8999,0
-2.3501,1.315,0
-1.9305,1.225,0
-0.37003,3.8803,0
-1.628,-1.6333,0
-1.6834,-1.9414,0
-1.3297,-2.2789,0
0.17406,0.89088,0
0.82493,0.64933,0
0.60899,1.9087,0
0.95576,2.4887,0
-0.9711,-0.17848,0
-0.65352,0.14635,0
-1.6188,0.76693,0
-1.3267,0.73792,0
0.39777,-3.713,0
0.43621,-3.3181,0
0.70371,-3.0521,0
3.3453,2.5385,0
2.1545,2.5144,0
