"Points:0","Points:1","Points:2"
-0.96136,5.0569,0
-1.6257,3.193,0
-2.2035,1.8809,0
-2.2381,2.7902,0
-0.95881,4.8567,0
-2.1701,-2.4688,0
-2.0442,3.6621,0
-1.5761,-4.0507,0
-2.0233,-2.5173,0
-2.5977,1.3862,0
-2.4743,-3.4339,0
0.81055,5.5614,0
-3.5638,3.5339,0
-0.11397,4.6331,0
-1.7847,-2.3452,0
-0.11701,-0.03551,0
0.48558,5.3092,0
-3.3159,3.6492,0
0.41988,-4.0513,0
-4.0633,2.791,0
-5.6054,-3.6543,0
-4.0617,3.9556,0
2.9787,-4.3035,0
1.2792,5.1737,0
-1.8194,2.6755,0
1.6815,5.6703,0
0.72195,4.2689,0
-5.0086,-2.229,0
1.1572,-0.91026,0
2.1142,4.9788,0
3.3744,4.7751,0
4.8375,-1.3577,0
3.5903,-3.852,0
5.098,-0.12978,0
6.75,0.81976,0
-5.8407,-0.39285,0
2.4948,-3.7969,0
-5.8526,3.6442,0
4.2986,3.6034,0
4.5489,-4.4365,0
4.5803,4.148,0
3.6148,-3.584,0
3.687,2.3655,0
4.266,-2.7944,0
5.7585,-4.1438,0
-5.8201,2.5664,0
6.0052,-3.1013,0
4.9281,2.9417,0
6.8056,2.3396,0
-5.4604,-2.8323,0
6.746,1.6048,0
-5.4064,4.663,0
-0.90288,3.0519,0
5.4305,3.5258,0
6.0505,3.5242,0
6.5058,1.6047,0
6.1166,1.5113,0
5.2408,3.6364,0
-5.6206,-2.0044,0
5.1687,-4.4539,0
5.8461,2.9037,0
6.8935,0.51747,0
0.7833,-3.7103,0
6.7169,2.57,0
6.3139,3.2176,0
-6.2492,0.46327,0
6.855,-1.2683,0
5.6385,-3.6838,0
6.6514,-1.6788,0
-5.697,2.4448,0
6.3088,-2.9432,0
-6.0851,0.62581,0
6.5486,-1.9232,0
3.2662,-0.98929,0
6.2805,-4.1648,0
6.7458,-3.0007,0
6.6806,-3.8677,0
5.4975,-2.8748,0
-6.2692,1.2663,0
-0.13439,-3.9489,0
-0.33237,5.3235,0
-2.6472,4.2864,0
0.40917,5.5881,0
0.6999,-2.7282,0
-1.2308,3.0025,0
0.65211,-3.9961,0
-0.8962,-2.5073,0
-0.98994,-3.5304,0
-4.4908,2.7702,0
-4.2289,2.1423,0
0.15343,-2.9957,0
1.0732,-4.0515,0
-2.0231,2.1594,0
-0.16437,0.65468,0
-3.5708,3.8707,0
2.4038,5.2146,0
0.69855,-0.08369,0
1.5823,4.454,0
2.4762,-4.1981,0
-5.7047,-2.2818,0
-5.2816,-1.9734,0
6.8994,-0.42551,0
3.4003,4.977,0
-0.083363,2.4211,0
3.326,-3.6121,0
2.3969,4.7467,0
2.9199,4.6065,0
5.5584,0.029658,0
6.7913,-0.70724,0
-4.5206,-2.5124,0
3.9851,-4.2978,0
-4.7295,-0.0072423,0
-5.2899,1.0023,0
3.6906,4.5238,0
4.761,3.8782,0
3.9456,-4.0943,0
-4.5508,3.1166,0
-4.3755,3.6495,0
4.4489,4.3071,0
6.6025,0.41739,0
6.7736,-2.173,0
6.6704,-2.4665,0
6.5629,1.3257,0
-5.0716,4.1964,0
-5.5828,4.5782,0
5.5647,2.2465,0
-4.5678,-2.9478,0
6.6588,1.9323,0
-4.91,4.4395,0
0.29865,-2.2723,0
2.43,-0.24596,0
-4.0169,3.0901,0
-3.6962,3.0116,0
6.4094,2.6216,0
6.2835,1.7866,0
6.724,0.98279,0
5.6666,0.374,0
-5.8484,-1.3756,0
6.1228,2.9834,0
-4.5301,-1.7376,0
-5.5036,-1.2146,0
6.1683,-0.014507,0
-6.0854,-0.73627,0
1.7081,-3.7904,0
4.1479,-1.4405,0
-5.8286,3.0323,0
6.5363,0.063485,0
-5.0713,0.8635,0
-5.8842,-1.7335,0
-5.0304,0.62851,0
6.5255,-1.5578,0
-5.3311,2.9311,0
6.6955,-1.1973,0
6.0556,-0.86516,0
-6.2263,1.587,0
-5.2064,1.379,0
5.1512,-0.58411,0
5.5055,-2.0851,0
6.1268,-1.1927,0
6.6577,-2.7249,0
-6.0722,0.94938,0
-6.1859,1.7385,0
4.7433,-4.4555,0
5.5461,-3.2363,0
6.0718,-4.1998,0
6.3246,-3.522,0
6.4493,-2.9052,0
6.5214,-3.3844,0
6.054,-2.9508,0
6.2807,-4.5797,0
6.5877,-4.009,0
-6.2476,0.94029,0
-1.7815,4.7854,0
0.1237,5.7295,0
-3.0082,-3.4922,0
-4.2059,-3.1461,0
-4.7492,-2.9241,0
-3.4105,-2.4154,0
-0.52045,5.1308,0
-1.0363,4.7199,0
-5.9944,1.2565,0
-6.2032,1.8735,0
0.049936,-3.6107,0
-0.28585,-4.0915,0
-2.0972,4.332,0
-2.1799,4.9717,0
-2.242,3.8595,0
-1.7951,4.3506,0
-5.0415,1.6776,0
-5.2915,2.3247,0
-2.2804,-3.7744,0
-6.3504,0.21533,0
-6.3162,-0.11099,0
0.88504,-4.12,0
-5.8811,1.6816,0
-5.0242,2.0716,0
-1.6679,4.3106,0
-1.5913,4.7463,0
-1.1739,4.231,0
-1.0878,-3.905,0
-5.9366,2.109,0
-6.3242,0.015615,0
-0.7566,-3.9777,0
-1.1428,-4.0865,0
-6.2283,-0.97046,0
-3.2695,0.79215,0
-2.593,-0.502,0
-6.2332,-1.2612,0
-1.8916,3.1544,0
-1.7977,3.4358,0
-1.3621,2.7393,0
-1.7706,3.2461,0
-6.1853,-1.136,0
-5.8825,-1.5763,0
-6.0163,-2.0907,0
-1.7753,2.2367,0
-1.9577,1.5225,0
-2.762,1.3042,0
-1.3186,3.7276,0
-1.4822,3.8776,0
-4.7657,2.4209,0
-4.8175,2.9115,0
-0.6183,3.8768,0
-1.0942,3.7359,0
-1.8346,4.9679,0
-4.749,1.5229,0
-4.4671,2.0291,0
-1.8201,2.8351,0
-2.1546,2.862,0
-5.7936,3.4545,0
-6.0265,3.8811,0
-1.1499,-3.5676,0
-3.9712,0.85828,0
-4.5764,1.5126,0
-5.0449,4.5714,0
-5.5848,3.8055,0
-2.3591,4.2969,0
-1.9529,4.6537,0
-1.1719,5.1203,0
-2.8317,3.7787,0
-3.0619,4.1956,0
-1.9673,3.4409,0
-1.9013,4.0421,0
-2.1096,2.9827,0
-1.8047,3.8548,0
-2.1284,-2.7966,0
-2.1553,-3.2246,0
-1.1917,-0.19531,0
-2.7958,-1.5576,0
-3.5083,1.3323,0
-4.1307,1.4322,0
-3.8638,4.8093,0
-4.1825,4.8457,0
-3.5864,3.2839,0
-3.8102,3.7762,0
-3.325,-3.2627,0
-4.5621,3.7081,0
-3.189,3.5316,0
-3.1593,-3.5806,0
-3.9829,-1.8169,0
-4.3959,-3.0605,0
-5.4856,-3.5365,0
-2.5002,3.0971,0
-3.7217,0.19679,0
-3.1524,-0.16007,0
-3.9881,-3.5544,0
-3.3152,-3.0351,0
-2.6161,3.1879,0
-0.70641,5.4685,0
-0.59204,4.4909,0
-1.0436,4.52,0
-4.377,0.73667,0
-3.9477,1.1535,0
-3.6668,0.96555,0
-2.952,1.2496,0
-3.6865,3.7551,0
-3.3612,4.7047,0
-3.0731,-2.2048,0
-2.0723,-2.0875,0
-3.5937,5.0161,0
-4.2299,-2.8249,0
-3.9887,-3.2119,0
-4.5062,1.1677,0
-4.0721,1.0216,0
-4.4485,-0.75961,0
-3.5246,0.00052901,0
-6.1995,-0.81494,0
-5.5678,-0.81139,0
-3.1673,1.2275,0
-3.0374,0.18026,0
-1.3107,-0.86322,0
-4.7169,-2.1719,0
-3.3346,-1.3543,0
-5.7858,1.025,0
-5.327,0.11016,0
-4.0202,-0.37453,0
-3.8502,-1.4903,0
-2.3678,4.4753,0
-2.3962,5.0494,0
-4.5972,-0.26192,0
-4.0355,0.14931,0
-2.7893,-1.8874,0
-2.6987,-2.8359,0
-2.5232,-3.0932,0
-3.048,-3.2059,0
-3.6753,3.5987,0
-4.0606,3.6455,0
-2.2395,-2.8014,0
-2.0765,5.3361,0
-0.80063,3.4409,0
-1.3631,3.4554,0
-2.2033,3.6674,0
-1.2186,4.7264,0
-1.4507,4.462,0
-1.0512,5.4995,0
-1.5611,2.8356,0
-1.1557,3.369,0
-2.3529,1.8262,0
-2.254,1.4444,0
-0.64478,4.9286,0
-0.77753,5.3456,0
-2.0407,-3.0525,0
-1.7011,-3.0092,0
-1.6292,3.7923,0
-2.8013,3.9716,0
-1.8726,-2.9981,0
-1.4276,-2.9083,0
-1.9721,1.3568,0
-2.7552,-3.6292,0
1.8598,5.2295,0
1.5334,5.9565,0
-3.1926,3.6315,0
-0.25082,3.8498,0
1.1811,5.6411,0
-2.0945,3.3612,0
-1.7404,-2.8387,0
-1.3604,-2.0484,0
0.26083,1.7742,0
-1.3938,0.57951,0
-5.769,-3.5379,0
0.80156,5.8032,0
1.4894,-4.1255,0
-3.0326,3.7602,0
-3.1965,4.0124,0
0.82692,-4.3098,0
0.2237,-3.3589,0
-3.7981,2.8773,0
1.6891,-4.2739,0
-3.7175,4.2194,0
1.5503,5.7288,0
-0.085981,4.8926,0
0.49961,5.0569,0
0.59203,5.6385,0
0.68981,4.837,0
-1.9161,2.2474,0
1.4929,5.3289,0
2.0667,5.5292,0
-3.7788,4.0868,0
3.3971,1.4174,0
3.37,4.1508,0
-5.2949,-2.869,0
1.0907,-2.8337,0
2.5953,-3.1248,0
4.0123,-3.4875,0
5.6325,-2.5698,0
2.1973,-4.0358,0
3.2469,4.9311,0
3.1372,-4.285,0
5.938,0.37217,0
5.3376,1.5829,0
-5.9206,-0.77967,0
-5.3818,-0.17099,0
-3.621,1.2151,0
3.2519,-4.0023,0
-5.9681,2.9827,0
-5.1382,3.6856,0
4.5445,3.2545,0
5.1886,-3.9981,0
5.0752,4.0686,0
4.1669,-3.6464,0
4.7578,0.1438,0
5.4179,1.1751,0
-5.6357,3.9598,0
4.3057,-3.9867,0
4.927,-4.138,0
5.2412,-3.3201,0
4.6767,-3.9788,0
5.2892,3.8808,0
-5.1068,3.0521,0
-5.6718,3.3013,0
6.0457,-4.7013,0
-4.5729,1.9257,0
-4.466,2.1997,0
5.5601,-3.9978,0
6.4679,-3.7214,0
-4.2878,1.9785,0
5.6062,3.6711,0
-5.1361,-3.0116,0
6.6984,2.1248,0
-4.0747,2.3209,0
6.6743,2.4058,0
-5.3519,4.1185,0
-1.3953,1.8734,0
-0.74887,1.2451,0
4.4244,2.6623,0
5.95,1.968,0
-5.9408,3.3767,0
6.2578,1.6038,0
6.7387,1.2675,0
5.7736,2.2422,0
4.6965,3.5786,0
5.3368,3.0578,0
-5.406,-2.3573,0
-5.3796,-1.8275,0
5.9139,-4.4159,0
-3.4475,3.5382,0
6.3745,3.4472,0
5.8735,3.3829,0
6.16,3.3616,0
1.6115,-3.9338,0
1.9388,-3.1096,0
6.9169,0.31466,0
6.8167,0.0063015,0
6.7492,2.8834,0
-6.0598,0.13496,0
-6.1927,0.20068,0
-4.3913,2.857,0
-4.4732,2.5981,0
6.0987,-4.4906,0
6.339,-3.8324,0
6.9017,-1.5572,0
-6.0648,2.4248,0
6.6199,-2.8681,0
6.8529,-2.4324,0
6.7921,-1.9037,0
-6.0622,-0.59724,0
4.5859,-3.1273,0
4.859,-1.7963,0
-6.6146,1.0831,0
6.7747,-2.6138,0
4.359,-3.704,0
6.7039,-3.1839,0
6.8395,-3.8767,0
6.7006,-3.5585,0
5.6079,-3.4005,0
6.1279,-3.2239,0
6.0269,-4.3337,0
-0.81229,-3.2108,0
0.13834,5.3136,0
-2.8721,4.1057,0
-2.5112,4.0362,0
-0.59724,-3.0571,0
-0.14931,-3.6923,0
-1.7338,2.5809,0
-0.71602,2.7207,0
-4.5982,4.0081,0
-2.1009,2.0178,0
-2.4197,1.6649,0
-4.9295,-3.6075,0
1.3048,-4.2882,0
0.90117,-3.5796,0
-2.8788,4.5075,0
-1.2365,-1.1084,0
-2.2895,-1.7249,0
-0.97824,-2.7686,0
-1.3803,-3.2517,0
-4.0971,2.9415,0
-4.6532,2.9772,0
-4.6421,3.4895,0
0.20323,-1.3563,0
-0.33621,-2.8156,0
1.2228,-3.7064,0
2.5925,-4.1075,0
-1.147,1.6084,0
-1.758,0.79272,0
-3.1333,3.8609,0
-3.5216,4.2052,0
6.6052,0.57935,0
3.2441,-4.1773,0
1.4649,-2.7156,0
3.438,0.31308,0
2.6965,5.0078,0
3.0793,-3.8588,0
2.0591,-3.881,0
2.8452,-4.2503,0
-5.5803,-2.201,0
-5.1579,-2.7742,0
6.4887,-0.30283,0
1.3572,1.2996,0
2.2038,3.8549,0
3.1987,-2.7529,0
2.8579,-3.9093,0
3.9475,3.6421,0
2.6627,4.7531,0
3.395,2.8836,0
5.3988,-0.59629,0
5.8125,-0.27385,0
6.6435,-0.23024,0
6.2954,-0.69225,0
-5.2191,-2.4522,0
-4.8541,-2.7824,0
-4.4555,-0.41258,0
-4.0909,-0.031664,0
-4.8695,0.29779,0
-4.6317,0.89069,0
3.7537,4.7651,0
4.1799,4.025,0
-4.3756,3.0053,0
-3.9782,3.5034,0
-4.514,3.34,0
-4.3646,3.3852,0
4.4011,-4.1158,0
4.1902,-4.3953,0
4.6155,-4.3169,0
6.319,1.0771,0
6.419,0.19046,0
6.7101,1.7615,0
6.2017,-1.8644,0
-5.669,4.1921,0
-5.3559,3.4804,0
6.3834,2.2516,0
5.6552,2.8287,0
-6.0006,3.7292,0
5.2031,-4.3014,0
-4.1372,1.7683,0
-4.9288,-3.1736,0
5.9715,0.93634,0
6.3705,1.2003,0
-0.79508,-1.4156,0
-0.4918,-2.498,0
1.5068,2.095,0
1.9485,-0.022892,0
-4.2506,3.3429,0
6.4432,1.9191,0
-6.0848,-1.9398,0
5.8551,3.1903,0
6.5875,2.903,0
6.4724,0.66056,0
5.9931,1.2611,0
-5.5404,-1.8254,0
-4.7077,-1.4232,0
5.8823,2.5349,0
6.4588,2.8163,0
-4.3253,-2.5493,0
-3.709,-2.3488,0
-5.2676,-1.4103,0
-5.0596,-0.66413,0
6.702,0.12638,0
-4.4118,2.4703,0
6.586,-4.5845,0
6.2412,-4.7388,0
-5.9275,-1.1412,0
-5.7426,-0.88941,0
-6.0343,-0.087767,0
1.8378,-4.1416,0
2.1265,-4.1992,0
2.2776,-1.4822,0
3.6191,-2.5422,0
5.9416,-0.14543,0
6.3036,-0.54408,0
-5.6658,-0.16779,0
-5.6519,0.76241,0
-5.7054,0.617,0
6.7631,-0.33972,0
6.67,-0.69357,0
-5.6093,-1.3709,0
-5.4634,0.46404,0
-4.9067,0.022242,0
-5.7976,0.85798,0
-5.9662,1.1249,0
6.5716,-1.0431,0
-6.3991,2.6906,0
-4.8049,3.4852,0
-5.5336,3.2536,0
-4.7433,2.7126,0
6.5245,-0.67415,0
6.2972,-1.4084,0
-5.8915,1.9396,0
-5.6372,1.1101,0
5.7441,-1.3134,0
5.9056,-0.60431,0
6.1718,-2.7033,0
6.4142,-1.9276,0
5.7653,-1.8598,0
6.3614,-1.5075,0
6.4765,-2.1855,0
5.958,-2.4804,0
-6.1458,1.3169,0
-5.6753,1.2946,0
6.544,-2.332,0
4.508,-2.4425,0
4.8701,-3.4012,0
6.3902,-3.3893,0
6.4156,-3.9934,0
6.4713,-4.295,0
-6.5032,1.0716,0
-4.2731,1.6893,0
-1.1795,3.8679,0
-2.5647,5.2239,0
-5.6385,1.9632,0
-5.4747,0.16151,0
-0.52472,-3.7793,0
-2.0334,1.1323,0
-4.8724,-0.39615,0
-2.8262,0.80307,0
-5.7674,2.7201,0
-5.1308,0.98989,0
-4.8848,4.2326,0
-1.9028,-2.402,0
-2.7669,0.99013,0
-5.2286,-2.6596,0
-3.6702,0.49748,0
-3.4995,-3.3331,0
-2.6684,0.73214,0
-3.1972,1.3826,0
-0.12824,3.0373,0
-4.7521,1.0238,0
-4.3779,3.82,0
-2.2961,-0.48957,0
-4.0817,0.70138,0
-1.9405,0.8557,0
-4.8799,-0.73268,0
-5.2048,1.2361,0
-3.3249,-0.21193,0
-4.6939,0.56316,0
-2.2166,-2.1569,0
-1.4621,2.5896,0
-2.1404,1.7586,0
-1.1661,4.8509,0
-0.43007,4.9501,0
-1.8773,-2.2607,0
0.098147,-1.9264,0
0.068266,5.5032,0
0.97167,5.6738,0
2.7684,-4.0968,0
1.6887,5.1121,0
1.1553,4.9666,0
-4.7432,-2.4531,0
1.228,-0.36349,0
2.0542,5.229,0
5.3534,-1.2114,0
4.7127,-0.83352,0
6.4687,0.85431,0
-3.8166,1.3582,0
3.2999,-3.2207,0
3.6985,4.2845,0
3.4632,-3.4987,0
3.8707,3.2216,0
4.677,-2.7422,0
5.5682,-4.2378,0
5.051,3.5415,0
-0.64568,3.2876,0
5.6467,3.4573,0
5.783,1.1037,0
5.5411,3.0427,0
0.55856,-3.4594,0
6.7562,-1.3559,0
5.7707,-3.4143,0
6.4963,-1.7724,0
-5.6273,2.2504,0
6.3159,-2.5965,0
6.3248,-1.8131,0
4.2625,0.45491,0
5.6925,-2.3437,0
-6.0984,1.2371,0
0.91288,-3.1609,0
-1.1835,3.18,0
-2.7414,4.6326,0
-1.3855,-2.684,0
-0.84215,-3.6673,0
0.04654,-3.4236,0
-1.888,2.1311,0
-0.22806,0.32799,0
-3.7608,3.9156,0
0.56412,0.3955,0
1.4265,4.7839,0
-5.2481,-1.7015,0
-0.55497,3.0865,0
2.282,4.9161,0
2.8673,5.0679,0
6.0442,0.12003,0
-4.3679,-2.6918,0
-4.725,0.29183,0
-5.2019,1.1046,0
3.4751,4.3448,0
-5.064,3.1852,0
6.9125,-2.1876,0
6.6,-2.5932,0
6.3878,1.3854,0
4.9827,2.2495,0
6.3817,1.5305,0
0.2976,-2.6508,0
2.6737,-0.58785,0
5.6127,0.22354,0
-6.065,-1.0614,0
-4.5387,-1.5739,0
-5.8092,-1.2018,0
6.0903,0.42004,0
1.8238,-3.4563,0
4.4341,-1.7529,0
-5.413,3.1279,0
-4.9445,0.76954,0
-5.3767,2.7467,0
6.0249,-0.69939,0
-4.83,1.3047,0
5.2229,-0.3462,0
5.2598,-1.6126,0
6.241,-1.0631,0
5.4925,-3.561,0
5.9411,-4.0725,0
6.3204,-2.7881,0
-5.8142,0.70115,0
-6.342,1.0863,0
-2.954,-3.6693,0
-3.6723,-2.0061,0
-0.67093,4.695,0
-0.21245,-3.5144,0
-0.42608,-4.2176,0
-1.9362,4.4424,0
-2.2191,5.1738,0
-4.8854,2.0186,0
-5.3006,2.4952,0
-5.4339,1.8227,0
-4.8759,1.8735,0
-6.0874,2.1789,0
-3.3902,0.57162,0
-2.3699,-0.97991,0
-1.9291,3.5762,0
-1.4194,3.0152,0
-6.0612,-1.246,0
-1.3512,2.4215,0
-2.305,1.5728,0
-4.9458,2.3784,0
-4.7509,3.0994,0
-0.89047,3.8249,0
-4.5471,1.3249,0
-5.9716,3.5341,0
-1.1076,-3.3945,0
-3.9652,1.3366,0
-2.2415,4.3788,0
-1.9304,4.2522,0
-2.2447,3.0817,0
-1.9657,3.8775,0
-2.1293,-3.419,0
-1.597,-0.52495,0
-3.0606,-1.9891,0
-3.848,-2.4669,0
-3.4096,0.40559,0
-2.6387,-0.088848,0
-3.2116,-2.8845,0
-0.40725,4.4572,0
-4.3376,0.88417,0
-3.4238,0.8066,0
-2.6018,-2.0796,0
-1.7763,-1.7862,0
-4.2504,-2.9687,0
-4.1135,-0.5083,0
-3.4607,0.26397,0
-5.311,-0.7907,0
-3.248,1.0663,0
-2.8011,-0.24367,0
-1.0899,-0.67193,0
-4.4698,-2.363,0
-2.9029,-1.3669,0
-3.8582,-0.44429,0
-3.8679,-1.7487,0
-4.6135,-0.12994,0
-3.8601,0.29487,0
-2.7598,-2.2044,0
-2.6695,-2.9976,0
-3.7813,3.6743,0
-4.1296,3.5487,0
-2.2855,-2.5438,0
-0.97307,3.3909,0
-2.3523,3.7449,0
-1.5264,4.3351,0
-1.3564,2.874,0
-2.1808,1.1377,0
-0.95097,-3.0358,0
-2.103,1.4092,0
-3.0985,3.6218,0
0.12793,3.8764,0
-0.89812,-2.2605,0
-0.27863,1.9908,0
-1.7901,0.45243,0
1.2536,-4.0797,0
0.042901,-3.1992,0
0.6803,5.2348,0
0.48788,5.4866,0
1.2505,4.5564,0
1.7283,5.3611,0
3.8717,1.6125,0
3.8653,4.1196,0
1.0247,-2.5072,0
2.786,-3.484,0
4.4214,-3.449,0
6.0033,-2.5956,0
2.2767,-3.8455,0
5.789,0.45824,0
5.2555,2.4138,0
-5.7178,-0.70007,0
-5.4493,0.041738,0
-5.1127,3.8805,0
4.4906,3.4442,0
4.9202,-3.7749,0
4.3427,-3.5564,0
3.7809,0.72039,0
5.5073,1.4406,0
-5.72,4.0758,0
4.4951,-3.9852,0
5.0614,-3.2677,0
4.7684,-4.0908,0
-5.2213,3.075,0
6.5765,2.5454,0
-1.2351,1.9702,0
-0.20152,1.1526,0
4.7615,2.6108,0
6.0761,1.8543,0
6.2613,1.4447,0
5.7373,2.4059,0
4.8659,3.2241,0
5.432,3.2724,0
-5.4318,-2.1109,0
-5.6213,-1.6994,0
1.5568,-3.7682,0
1.9737,-2.4351,0
6.3493,-3.6597,0
-6.0939,2.0735,0
4.8491,-2.8172,0
5.507,-1.8001,0
6.1913,-3.0521,0
-0.32096,-3.3746,0
0.31015,5.432,0
-2.4266,3.8929,0
-0.17086,-2.8931,0
-1.4315,2.2503,0
-0.40535,2.7055,0
-4.651,3.8853,0
0.72625,-3.5161,0
-1.2167,-1.6878,0
-2.455,-1.8875,0
-1.2344,-2.8748,0
-1.3006,-3.4456,0
-4.2025,3.0582,0
-4.6347,2.8304,0
-0.43793,-1.3277,0
-0.23752,-3.0884,0
0.98964,-3.7506,0
2.6468,-4.2721,0
-1.0881,1.3101,0
-1.9878,0.41599,0
6.6221,0.88258,0
2.6549,-2.7481,0
4.4661,0.15619,0
2.9167,-3.7006,0
6.1948,-0.4754,0
0.79491,1.7705,0
2.4221,4.2401,0
2.8923,-3.2506,0
4.1227,3.7393,0
3.8825,2.8269,0
5.7155,-0.64214,0
5.762,-0.067972,0
6.6212,-0.41439,0
6.1945,-0.91492,0
-5.1312,-2.5983,0
-4.6873,-2.8074,0
-4.2131,0.1024,0
-4.7886,0.42807,0
-4.6052,1.0596,0
4.3103,3.8051,0
6.1687,0.59609,0
5.8989,-1.5818,0
-5.5411,4.1248,0
-5.0726,3.3905,0
6.2089,2.5792,0
5.3798,2.8436,0
6.0817,0.85046,0
-0.25111,-1.8085,0
-0.27589,-2.663,0
1.562,1.4328,0
2.1483,-0.25609,0
6.5512,2.0607,0
5.9628,3.0505,0
6.2636,0.92559,0
5.9782,1.4086,0
-5.4568,-1.6603,0
-4.6189,-1.2479,0
6.043,2.6645,0
-4.3548,-2.3962,0
-3.4187,-2.2212,0
-5.3309,-1.2879,0
-5.5111,-0.42644,0
-5.7744,-1.3161,0
2.995,-1.516,0
4.1277,-2.4995,0
6.1104,-0.17869,0
6.4022,-0.64366,0
-5.513,-0.083458,0
-5.5665,0.83818,0
-5.7271,0.24842,0
-5.6747,-1.196,0
-5.3554,0.30573,0
-4.6434,0.14748,0
6.5899,-0.84823,0
-5.1857,3.5156,0
-5.6386,3.12,0
-4.6539,2.5374,0
5.612,-1.1197,0
5.6887,-0.40741,0
6.0774,-2.3106,0
6.0503,-1.6489,0
-6.0467,1.3635,0
-5.4935,1.2166,0
6.7203,-2.3105,0
4.4698,-2.878,0
-4.1404,1.604,0
-0.75778,5.1507,0
-3.7982,-3.524,0
-0.74011,3.6426,0
-0.80398,4.5127,0
-2.4612,4.8728,0
-2.2183,4.2496,0
-5.8791,1.3093,0
-5.9813,0.51291,0
-6.1521,0.35854,0
-5.8323,2.2963,0
-0.79568,-3.4542,0
-0.89479,-3.8636,0
-6.0325,0.40021,0
-1.5279,-3.3874,0
-2.6129,1.1635,0
-2.275,0.35847,0
-5.3276,-0.66751,0
-2.0063,2.4495,0
-2.5504,0.8413,0
-2.4508,1.0013,0
-1.3313,3.159,0
-5.5451,2.148,0
-5.1906,2.7713,0
-0.84537,3.2555,0
-5.1205,2.2211,0
-4.7309,2.1277,0
-1.4954,-3.8691,0
-4.7521,0.72791,0
-4.8771,1.1506,0
-2.5467,4.5644,0
-3.2792,3.8397,0
-1.4224,-2.4724,0
-2.0179,-1.5985,0
-2.4836,1.2991,0
-5.6386,-2.4393,0
-3.2159,0.63109,0
-3.4066,1.0691,0
-2.9219,-3.1442,0
-5.4105,4.3001,0
-5.1787,4.0819,0
-3.8482,-2.945,0
-3.0726,1.0851,0
-3.0808,0.3303,0
1.8398,2.9904,0
0.091464,4.3756,0
-4.3814,1.1285,0
-3.5589,1.0842,0
-4.2717,3.5091,0
-3.4851,-0.79885,0
-2.4846,-1.5125,0
-3.7091,-2.8268,0
-4.7776,1.7772,0
-4.275,1.5221,0
-4.56,0.53771,0
-4.2562,-0.055113,0
-6.1604,-0.49623,0
-5.894,-0.58662,0
-2.284,0.6536,0
-1.5288,-0.13151,0
-4.9816,-1.3063,0
-4.1239,-0.79022,0
-5.4988,1.3955,0
-5.5057,0.89039,0
-3.9084,-0.32492,0
-3.7114,-0.54295,0
-4.9161,0.42244,0
-4.5566,0.28169,0
-2.6506,-1.8973,0
-2.3125,-2.3569,0
-2.9269,4.6965,0
-1.8095,1.8703,0
-1.1486,2.1413,0
-1.1471,4.0363,0
-1.3369,4.3235,0
-1.5612,3.0522,0
-2.2294,2.0524,0
-2.5608,-2.9173,0
-1.9982,-2.7102,0
-1.9323,3.7376,0
-2.1703,-2.649,0
-1.7858,-2.587,0
-2.5609,-3.2783,0
0.98115,5.2874,0
-0.2214,4.4198,0
0.15938,4.8936,0
0.38962,0.046098,0
-0.56269,-0.027292,0
0.27348,5.032,0
1.2468,5.4151,0
0.92986,4.9625,0
-1.7573,2.4225,0
0.0037123,4.0323,0
1.0026,2.8834,0
-5.1086,-2.0507,0
-5.1872,-2.3318,0
-0.49198,-0.75736,0
1.5985,-1.4857,0
1.786,4.8333,0
3.5872,4.9047,0
3.9594,-0.97616,0
5.1709,-2.1592,0
3.4603,-3.9166,0
5.3192,-0.12726,0
4.9217,0.49402,0
-5.804,-0.24151,0
2.145,-3.6787,0
-5.6832,3.6421,0
4.4135,3.2686,0
4.4509,3.9546,0
3.4932,-3.7139,0
3.8005,-3.5477,0
1.7824,2.1005,0
5.0014,1.6455,0
3.6621,-2.3485,0
3.9933,-3.1564,0
5.8411,-3.7122,0
-5.9434,2.3889,0
-5.5688,2.712,0
5.8722,-2.922,0
5.9325,-3.3249,0
4.6411,2.9279,0
5.1627,2.7962,0
6.7169,2.2632,0
-1.0767,3.0705,0
-0.59823,2.1955,0
5.9907,1.5527,0
4.8862,3.6413,0
6.2509,3.0366,0
6.7432,0.65004,0
0.66005,-3.8152,0
1.1538,-3.9017,0
6.8254,-1.1417,0
5.4702,-3.7843,0
5.7867,-3.9391,0
-5.5711,2.5522,0
6.6833,-2.0134,0
2.6468,-1.2242,0
3.773,-1.9234,0
5.1526,-2.7362,0
5.8107,-3.1263,0
0.30191,-3.8577,0
-0.33658,-3.8517,0
0.65146,5.4252,0
0.65116,-2.5072,0
0.38051,-2.8032,0
-1.0537,2.9242,0
0.62404,-4.2278,0
0.82715,-3.8909,0
-0.70139,-2.6031,0
-1.0063,-1.7956,0
-0.64372,-3.6096,0
-4.3335,2.2505,0
0.55668,-2.8841,0
0.033447,-2.8498,0
1.0742,1.2709,0
-0.45871,0.7137,0
2.5822,5.1932,0
0.049225,-0.3042,0
1.7585,-0.33127,0
0.6802,3.5942,0
2.0373,4.2181,0
-0.45484,1.4411,0
0.24182,2.7778,0
3.4526,-3.3062,0
2.1622,4.7625,0
2.7116,4.5661,0
3.0204,4.3205,0
5.4065,0.20825,0
5.6768,-0.24085,0
